sl,Area,Rainfall,Population,Groundwater,Temperature,Agricultural,Industrial,Residential
404,Ventsy,1563.85,219267,41.49,20,42.46,4.3,89.95
405,Tempursari Wetan,1101.61,210214,25.2,18,7.34,6.96,55.06
406,Barranqueras,981.37,201033,27.57,36,2.73,18.46,50.77
407,Mergayu,1086.09,92988,51.42,29,30.8,4.5,85.39
408,Västra Frölunda,1938.56,181630,19.43,26,21.04,7.64,64.51
409,Lipnica Wielka,1734.76,220945,45.69,24,18.22,5.45,78.44
410,Guocun,1380.56,83841,34.39,28,48.41,14.64,73.15
411,Pniewy,853.82,95474,55.31,20,32.58,21.49,89.66
412,Gllogjan,972.98,119441,50.77,36,29.24,1.89,66.32
413,Chepo,1333.61,233252,40.74,39,13.49,8.57,58.6
414,Nueva Loja,1941.55,97923,15.76,18,23.21,14.92,87.65
415,Gowurdak,1945.83,209852,48.24,19,33.58,20.62,67.77
416,San Ricardo,753.83,78799,15.71,28,19.94,13.51,65.75
417,Richmond,1003.4,52234,23.06,30,18.84,23.11,72.02
418,Hongshunli,1189.73,140178,37.93,21,49.24,2.72,73.8
419,Ribeirão Pires,1581.68,160273,45.05,28,15.22,18.65,50.56
420,Shirochanka,1221.49,111009,33.74,33,12.68,13.79,51.87
421,Goght’,1103.55,243028,53.79,27,24.69,24.04,86.4
422,Karlstad,1438.99,236751,26.36,34,37.5,18.5,83.8
423,Zhengdonglu,1858.75,70054,23.92,33,40.74,23.14,87.88
424,Lipovljani,1657.34,244962,20.92,36,49.83,8.7,69.03
425,Krasnyy Profintern,1480.36,130616,47.22,25,34.61,7.64,76.68
426,Shediac,842.35,215357,16.49,33,25.57,15.15,50.92
427,Yakymivka,1094.75,198092,39.64,34,20.6,6.96,62.85
428,Heping,1095.46,148798,44.65,33,37.42,19.27,84.48
429,Krueng Luak,968.06,81975,44.71,30,5.03,14.53,84.13
430,Górki,971.11,112994,57.92,24,20.23,21.7,86.3
431,Al Qurḩ,804.99,76212,40.54,38,5.88,18.48,58.0
432,Maseru,1308.79,94523,24.36,27,43.77,3.86,60.4
433,Sidomulyo,1373.39,234107,55.87,33,11.11,2.98,72.17
434,Long Beluah,981.48,148800,19.13,23,42.67,14.16,69.98
435,Gumi,1579.9,230290,17.15,22,15.4,1.19,88.78
436,Taoyuan,993.77,115374,39.91,22,45.34,2.84,87.53
437,Boksitogorsk,817.96,242428,41.98,29,38.63,17.5,76.03
438,Bejsce,1017.15,133420,28.43,19,4.21,1.98,62.71
439,Morrison,1963.19,184959,49.98,36,19.02,10.18,56.22
440,Bafoussam,715.99,67046,25.51,30,46.84,11.17,87.71
441,El Limón,951.44,56327,47.62,21,43.19,22.2,74.3
442,Quốc Oai,1259.84,166649,26.56,23,10.77,16.99,59.74
443,Porto Seguro,903.38,213214,52.54,27,11.23,22.82,77.07
444,Luanda,1155.44,237087,48.25,25,12.23,22.46,58.28
445,Brengkok,1703.84,175917,52.83,30,28.33,24.9,78.27
446,Sumber,749.29,196173,49.65,18,32.23,9.15,61.12
447,Viekšniai,1980.91,147984,55.77,38,21.71,17.84,69.46
448,Tha Muang,843.43,133343,45.51,30,37.65,15.96,79.37
449,Na Wa,1070.16,51001,20.49,20,17.0,18.14,76.81
450,Kao Liao,1401.02,162161,31.55,23,32.14,19.21,83.89
451,Tong’an,1755.02,192655,31.7,26,22.83,16.2,63.59
452,Hengduo,878.81,116004,34.94,24,34.14,11.54,57.4
453,Bocaiúva,988.54,137707,24.78,39,41.52,14.26,55.57
454,Chengxiang,1333.21,176106,36.05,30,10.24,8.31,52.83
455,Bechyně,1225.0,50714,38.48,20,40.85,10.1,51.43
456,Lāmerd,1978.3,61754,22.22,35,47.3,2.54,71.95
457,Mat-i,1117.24,246658,28.62,36,9.36,19.91,71.58
458,Cambarus,751.38,80586,51.39,18,23.51,21.16,71.14
459,Solnechnogorsk,1610.39,115512,53.8,31,11.4,1.45,59.48
460,Biên Hòa,1859.66,185696,33.07,21,11.83,8.25,71.1
461,Cikupa,1214.59,194976,29.61,37,22.32,2.87,58.52
462,Amiens,1837.96,149288,32.14,35,42.1,12.75,50.63
463,Doroslovo,765.58,66412,29.19,19,20.91,4.62,64.85
464,Thiers,1242.33,179172,55.7,34,47.36,6.47,88.82
465,Makar’yev,1227.83,152026,52.19,34,28.71,7.12,67.18
466,Santo Niño,1950.16,122561,32.78,40,18.16,5.98,89.13
467,Hrochův Týnec,1076.46,221005,38.47,33,42.13,19.08,88.42
468,Jankowice,1919.33,222084,22.23,24,46.24,9.35,68.69
469,Tanabe,1686.49,200980,34.12,26,47.65,23.95,62.24
470,Manacsac,1477.43,80998,50.83,20,30.2,24.61,56.48
471,Mtinko,1676.79,74460,55.97,39,11.11,8.78,76.68
472,Vani,1860.83,161824,15.16,36,16.87,10.75,78.36
473,La Rochelle,1710.56,104130,46.15,23,48.4,1.42,64.2
474,Capim Grosso,1826.92,146357,26.62,25,47.4,4.4,62.0
475,Västervik,815.0,83510,45.84,21,11.23,11.33,82.4
476,Pucyura,1002.79,220821,30.8,21,19.87,23.76,82.65
477,Al Ḩāḑir,1465.91,176216,24.52,22,32.85,9.15,75.85
478,Energodar,1141.07,212170,19.98,20,39.11,22.82,52.27
479,Cibungur,957.46,236989,21.56,25,44.01,19.84,70.35
480,Gogosuket,1145.25,203453,28.1,34,32.59,1.3,60.78
481,Fier-Çifçi,1691.65,121823,41.6,28,13.46,18.14,76.82
482,Ptení,798.65,73608,30.69,22,15.09,12.77,80.46
483,Taungoo,1780.77,240844,18.88,35,10.49,1.56,88.27
484,Waturoka,1575.25,208718,38.28,37,18.89,9.01,63.56
485,Pavlovskiy Posad,1796.5,127990,59.22,33,8.84,18.34,61.21
486,Gongjiahe,853.85,241660,52.15,38,30.28,12.28,83.18
487,Cilangkap,1370.73,191944,52.89,34,22.85,1.64,77.82
488,Saramech,1177.28,76256,39.78,33,7.68,17.52,74.69
489,Galatás,720.42,101243,47.57,20,8.8,10.73,55.06
490,Nixi,961.21,147729,16.32,34,45.63,4.36,54.92
491,Veiga,1997.62,192757,32.19,32,9.86,12.67,77.37
492,Sidareja,1604.74,192614,51.28,30,44.86,19.78,58.49
493,Hekou,1855.34,63351,28.62,28,19.55,23.39,55.08
494,Ríohacha,1719.5,186053,17.95,20,23.7,2.43,54.38
495,Tha Ruea,1619.23,156702,48.52,24,36.39,22.29,72.54
496,San Antonio,1288.29,231797,18.94,18,17.32,4.07,61.77
497,Partenit,1954.36,134954,23.47,24,33.96,1.5,66.29
498,Ridderkerk,1008.85,73681,28.39,40,6.29,22.4,64.25
499,Järna,1972.53,137790,52.44,31,22.28,12.43,51.82
500,Saransk,1000.44,218466,51.85,21,43.83,15.02,85.11
501,Gotse Delchev,1370.15,208849,49.08,23,48.71,10.03,77.56
502,Babirik,868.82,125135,57.04,27,1.77,12.43,73.69
503,Sumberbening,1719.45,159646,58.59,34,45.44,16.55,51.82
504,Kloangpopot,740.71,210945,41.2,24,42.63,13.43,65.95
505,Primero de Enero,1881.97,85319,59.68,30,13.2,12.17,55.91
506,Hecheng,1879.24,120837,30.76,27,15.05,18.06,69.07
507,Casal Velho,1554.97,223392,39.87,30,26.87,4.02,73.38
508,Sakchu-ŭp,1636.13,244150,26.96,24,48.8,10.19,61.69
509,Všestary,1122.65,134749,21.02,39,18.79,4.76,86.22
510,Rače,1317.11,248253,35.13,24,10.34,24.7,62.16
511,Xiehu,1186.51,91688,41.52,37,26.52,4.54,83.1
512,Benito Juarez,801.71,225277,55.94,20,40.01,10.02,88.55
513,Cicheng,1295.03,136232,48.92,28,33.96,13.37,69.55
514,Kafr Baţnā,1082.96,215614,21.83,23,10.03,9.14,87.6
515,Yaguachi Nuevo,1973.04,214343,44.28,20,13.38,9.96,79.9
516,Canjulao,964.42,204038,26.25,23,39.36,6.15,59.5
517,Mompós,706.44,195148,29.57,27,39.99,19.07,65.33
518,Gręboszów,1290.92,161736,22.75,35,45.65,23.88,71.21
519,Annapolis,760.3,188358,36.39,27,48.07,5.12,74.66
520,Dasht-e Lati,1860.46,128447,29.67,28,17.02,16.84,82.15
521,Pule,1321.64,223070,51.92,30,41.8,12.57,73.11
522,Beaverton,1842.39,143209,52.53,30,29.45,1.6,58.38
523,Baños,1324.52,112947,21.45,20,10.01,18.24,81.94
524,Ŭiju,1305.08,102637,18.04,25,15.47,3.87,73.53
525,Viekšniai,818.73,159788,47.06,20,42.21,23.25,57.81
526,Huanghuatan,1555.31,142200,29.02,22,46.45,11.38,73.39
527,Xiaoyan,747.87,215523,24.11,32,27.83,23.41,69.16
528,Dokshytsy,1974.79,62038,32.22,18,22.37,8.08,84.81
529,Bajingmeduro,1745.34,99896,51.61,18,45.69,10.83,58.36
530,Paseka,1911.47,128490,53.5,22,1.97,3.5,73.25
531,Sibulan,1415.54,120232,57.45,37,32.11,23.94,79.26
532,Jichang,1033.17,161867,47.35,22,47.43,21.75,85.43
533,Nalinggou,1278.98,177899,24.23,24,2.99,17.0,70.74
534,Yangxunqiao,1539.24,239488,53.77,30,8.27,10.2,53.97
535,Žalec,1051.52,59084,32.53,18,21.34,2.65,55.45
536,Chiang Yuen,1038.94,124393,21.36,38,4.51,14.29,50.37
537,Graz,1150.51,230920,35.41,26,10.64,19.32,70.4
538,Mohoro,1529.6,233216,50.77,22,28.4,13.41,69.17
539,Shuidong,1688.62,210765,19.13,29,24.44,8.23,55.05
540,Lindome,1497.26,184399,36.91,27,2.63,18.19,76.45
541,Cibungur,1590.76,74937,33.37,31,19.94,1.99,65.62
542,Maebashi-shi,1906.4,227611,45.69,24,43.52,3.29,71.99
543,Fu’an,1350.77,213189,34.62,40,26.52,6.31,87.87
544,Mas‘adah,1671.24,195472,38.79,34,28.44,13.18,78.44
545,Saint-Avertin,1713.85,163449,17.53,34,44.36,12.55,76.95
546,Néa Palátia,1266.79,83247,15.3,21,33.24,14.62,65.97
547,Laško,1726.13,162236,16.15,36,46.99,11.46,85.22
548,Donnybrook,1827.16,103238,38.95,22,23.83,10.45,74.4
549,Manakara,788.59,170839,49.68,23,15.31,24.07,67.6
550,Villanueva,1137.27,195830,22.71,34,49.26,1.3,74.46
551,Oslo,1136.41,170580,48.22,24,40.53,12.1,56.27
552,Urzuf,1074.16,187903,38.41,18,16.76,16.11,81.03
553,Mîndreşti,1999.01,91026,45.71,37,37.12,2.95,52.74
554,Xinrong,1184.27,206792,46.85,27,39.69,8.96,80.57
555,Komono,1546.67,202685,37.63,21,17.97,4.99,70.16
556,Hehe,1933.41,201034,56.44,23,7.6,16.54,70.22
557,Motala,1174.58,129568,52.95,33,25.34,17.05,86.38
558,Mao’ershan,1321.85,224684,37.1,25,47.76,20.65,75.67
559,Ariquemes,868.56,76306,46.39,20,28.09,21.73,75.45
560,Severomorsk,1603.01,111377,43.44,22,6.85,14.13,81.96
561,Taphan Hin,986.57,183421,47.26,34,37.87,18.23,55.57
562,Tromsø,1964.34,107135,37.63,22,2.63,2.89,78.63
563,Beaverton,1134.62,85226,31.51,40,42.88,9.5,62.25
564,Tengger,1384.67,165140,59.83,25,17.14,3.18,68.92
565,Nancha,1258.62,131554,34.42,23,37.96,19.52,57.26
566,Borås,1540.43,125201,31.72,21,19.56,6.28,74.78
567,Vrbice,1064.72,183675,59.25,31,3.19,3.06,73.21
568,Bŭka,1025.89,170122,44.23,33,10.32,1.4,87.2
569,Samayac,1561.39,141145,55.54,25,39.47,15.02,64.24
570,Longsheng,1324.13,198662,30.7,31,10.34,4.72,88.05
571,Akure,1012.05,181724,34.06,37,27.71,8.57,81.32
572,Metulla,1823.84,158363,27.94,25,48.83,4.37,66.76
573,Qinshan,1620.19,88168,25.02,34,7.77,21.38,86.61
574,Bragança Paulista,1183.5,127154,28.92,23,8.65,10.25,65.95
575,Shanshi,1681.14,130648,20.15,33,36.31,6.06,55.17
576,Zelenchukskaya,1472.56,136924,26.24,26,20.66,20.36,89.44
577,Xinjiang,885.6,225539,44.73,30,7.83,9.27,77.24
578,Kotido,1908.26,61104,53.94,30,32.39,7.98,85.89
579,Balice,952.9,135766,22.2,29,4.67,2.4,72.01
580,Borovikha,1791.73,108401,32.83,21,47.38,1.67,82.78
581,San Rafael Abajo,1040.47,192959,57.57,19,13.31,23.18,85.85
582,Citatah Kaler,978.73,61253,30.63,40,43.42,2.08,61.81
583,Kholm,1712.1,183095,59.82,25,49.57,24.07,66.49
584,Xiaodukou,938.66,236536,44.96,40,33.64,8.28,60.84
585,Blon’,1802.7,234377,34.65,21,10.53,16.64,72.18
586,Hejiaping,1753.83,71110,25.11,40,40.58,13.84,60.08
587,Saku,1841.51,187667,59.88,22,42.87,15.89,60.84
588,Jiuxian,1023.52,88131,48.27,25,13.47,2.75,73.35
589,Bhamdoûn el Mhatta,1539.39,120953,31.29,21,35.66,7.15,58.06
590,Pallanchacra,1457.22,172016,41.09,36,32.09,6.55,52.86
591,Pariaman,1631.61,233367,29.36,26,23.21,9.86,86.94
592,Yalkhoy-Mokhk,954.31,63888,27.21,35,20.21,15.16,66.27
593,Bluefields,1419.59,65338,58.88,25,9.67,22.71,52.9
594,Hanfeng,725.87,62901,19.05,30,25.41,7.27,52.63
595,Panaitólion,791.04,151516,28.4,34,45.48,19.06,64.94
596,Cam Lâm,923.93,197097,17.75,37,3.99,20.25,61.96
597,Bojongaren,1032.21,101695,32.41,24,27.11,8.32,57.74
598,Patenongan,1453.49,70224,38.66,36,41.19,21.79,73.25
599,Okazaki,1636.6,82899,54.94,25,42.27,23.06,89.64
600,Maykor,1258.83,140584,50.29,24,34.0,3.64,68.56
601,Souto,1984.13,168982,17.78,22,43.24,23.95,74.95
602,Deir Ḥannā,1242.75,54983,31.38,30,17.68,22.6,64.09
603,Świlcza,736.68,145103,30.66,23,17.22,9.28,63.73
604,Nanam,1559.87,192588,58.88,38,8.07,20.92,63.78
605,Svyatogorsk,1286.01,204887,36.39,37,19.42,11.44,71.85
606,Kumbo,1458.1,180338,54.83,21,38.0,17.41,70.76
607,Oyskhara,1460.28,174434,37.52,20,28.16,12.02,50.93
608,Plateliai,973.34,137273,29.5,39,41.84,23.33,75.11
609,Ituberá,1336.87,120589,16.43,30,27.42,13.28,85.74
610,Tapada das Mercês,1406.52,63462,50.27,38,22.54,21.62,80.71
611,New York City,1966.62,166496,51.9,18,49.96,22.55,68.42
612,Klippan,1729.25,101343,50.04,18,32.56,13.39,70.68
613,Povarovo,1995.76,101636,53.31,25,3.02,6.73,54.14
614,Pando,1263.92,152543,16.02,39,41.44,20.86,86.68
615,Xiwu,896.92,116246,39.47,33,28.41,5.57,51.71
616,Zaragoza,1677.08,145298,38.03,20,36.57,21.65,67.15
617,Ngkiong,714.46,148875,32.67,20,6.01,1.83,84.45
618,Türkmenabat,1786.73,123976,41.49,18,21.44,19.84,57.05
619,At Tall al Kabīr,792.95,236703,31.64,26,33.02,15.49,62.24
620,Şūrān,1516.91,222007,56.25,33,24.51,12.12,51.91
621,Castlebellingham,827.86,64921,23.44,39,22.99,23.24,63.41
622,Flora,913.44,211168,17.95,33,21.71,11.18,74.73
623,Rumilly,1310.23,217022,56.37,25,11.9,2.24,72.75
624,Kertosari,761.33,94741,52.71,28,45.86,18.3,81.18
625,Zolotyy Potik,984.03,226648,45.94,23,44.88,10.03,74.03
626,Monaghan,1445.07,72406,30.8,31,26.48,23.27,60.81
627,‘Eilabun,762.01,223221,37.05,26,20.19,23.86,75.56
628,Sultan Kudarat,1600.13,191024,44.63,40,12.13,1.45,74.08
629,El Pino,1938.78,170725,37.34,40,18.02,15.71,89.24
630,Port Glaud,1572.24,189616,15.86,39,7.91,21.19,61.13
631,Leceia,837.36,202780,28.21,34,44.57,15.89,79.55
632,Baojia,1164.73,118242,52.01,22,27.3,17.28,75.54
633,Tromsø,1948.03,59244,19.21,23,4.05,19.81,59.97
634,Empedrado,1885.0,181884,42.85,22,17.48,16.68,58.24
635,Dallas,1321.45,112289,30.24,38,7.21,12.16,68.2
636,Fontainhas,888.49,209794,37.05,28,29.06,1.19,61.68
637,Hekou,1401.65,94386,15.79,19,15.32,9.89,72.73
638,Créteil,1977.16,72749,39.43,22,7.13,7.29,66.06
639,Nowy Staw,1584.94,83432,35.15,31,38.86,3.44,60.65
640,Paris La Défense,748.97,161248,58.16,28,49.1,19.14,82.05
641,Amassoma,1248.9,165745,26.81,34,42.52,1.91,69.4
642,Cibeureum,1624.75,135307,17.28,18,30.89,22.18,62.03
643,Nong Muang,1774.23,179210,29.9,31,45.42,8.33,78.57
644,Bangkok,1055.27,68069,47.45,33,29.12,24.83,54.2
645,Hulyaypole,1739.68,241882,35.38,40,30.87,19.45,56.88
646,Sampangan,700.53,70344,48.82,26,21.65,9.68,73.25
647,Duwayr Raslān,764.79,246688,45.21,27,16.51,1.94,77.48
648,Alcoy,714.65,233851,34.74,25,28.8,6.88,83.7
649,Mizque,1225.24,113285,20.18,26,7.13,2.82,85.8
650,Amboasary,883.22,66728,51.85,29,14.36,5.83,75.09
651,Botigues,1774.85,68100,54.23,40,45.03,17.24,72.54
652,General Elizardo Aquino,778.44,165021,32.55,24,26.15,12.12,78.57
653,Besançon,1126.51,214313,42.32,37,17.93,18.21,86.99
654,Jelbuk,1403.68,82487,49.83,31,35.26,22.85,56.75
655,Sūq Sibāḩ,1954.1,128550,34.95,25,37.02,19.96,81.15
656,Milwaukee,1364.24,146566,19.66,32,42.1,22.58,84.17
657,Schellenberg,1497.62,168362,32.41,40,4.14,20.5,67.04
658,Annecy,1038.9,200583,54.41,24,8.33,6.04,69.95
659,Fovissste,837.19,224704,35.15,25,6.91,21.55,58.78
660,Karangparwa,1013.79,73952,54.22,33,46.06,6.71,66.92
661,Sirib,963.75,80276,53.93,28,47.78,24.79,75.14
662,Kongkeshu,706.77,183709,31.85,40,28.8,17.79,61.62
663,Wabana,1363.6,232172,47.02,23,8.41,7.5,54.92
664,Rybnoye,1336.1,76760,52.36,25,34.45,21.26,59.58
665,Lanckorona,1714.95,153659,29.44,19,6.82,15.22,51.04
666,Gimcheon,998.18,242416,20.22,35,8.44,15.53,65.19
667,Al Ḩāmūl,1621.82,235072,26.22,33,19.37,18.37,55.38
668,Lyon,1387.92,193044,38.42,23,47.84,14.05,67.01
669,Meicheng,1913.28,196840,29.23,22,4.05,22.08,88.03
670,Otorohanga,1886.0,180409,37.06,38,5.2,4.62,82.46
671,Marcala,888.23,204748,54.66,26,12.2,11.29,70.18
672,Sardoal,1359.09,102990,35.89,37,49.01,4.14,64.61
673,Baltimore,1917.05,158048,18.91,20,39.44,7.67,55.21
674,Ribamar,1156.83,81475,43.58,31,48.12,2.82,55.2
675,Lương Bằng,1576.82,68459,48.41,20,36.69,20.86,53.35
676,Esmeralda,1298.14,96256,59.55,24,33.13,13.22,74.91
677,El Alto,1754.4,239288,19.78,37,6.55,11.32,51.35
678,Zhangwan,1845.1,230580,53.92,26,4.06,2.43,58.53
679,Watsa,1201.07,109215,44.38,35,28.46,10.19,88.78
680,Juli,1594.08,206183,39.74,24,9.59,7.34,85.52
681,Cupira,1520.09,169549,48.83,39,14.78,8.37,83.12
682,Huddinge,899.54,191255,46.08,31,49.38,22.95,55.76
683,Laleng,917.36,86062,16.05,26,34.47,15.0,58.86
684,Saint Joseph,873.45,185232,39.87,25,5.8,3.74,65.3
685,Zhongshu,1528.04,193194,16.83,36,10.11,8.12,82.37
686,Dolní Dvořiště,1263.86,235976,45.85,37,38.08,6.04,76.65
687,Saint-Lambert-de-Lauzon,1794.41,208327,30.58,31,16.57,6.17,63.76
688,Nedryhayliv,943.98,164624,48.23,24,22.53,11.77,76.95
689,Pinglin,1604.38,148503,55.09,40,31.05,24.4,85.09
690,Cavaillon,1547.31,134132,15.93,29,33.6,7.87,60.18
691,Porto de Mós,1261.81,166658,59.94,18,20.52,24.73,84.65
692,Kutampi,1693.15,96107,50.11,20,9.71,20.77,83.97
693,Umbanyar,1977.95,137591,56.9,36,27.7,5.25,56.88
694,Köln,1801.9,168508,34.01,33,8.76,6.27,83.66
695,Rzhavki,905.24,155322,24.36,28,28.16,8.18,84.1
696,Shuangzhu,1873.52,113088,30.02,39,5.8,16.13,87.49
697,Kalepasan,961.61,99014,41.27,25,43.63,17.96,70.86
698,Sarmanovo,1364.05,51293,38.85,24,12.47,23.65,85.31
699,Přibyslav,1888.76,71304,53.15,28,12.45,21.4,54.36
700,Inowrocław,1486.69,204676,19.03,37,35.02,12.83,67.53
701,Ngou,1711.68,186135,52.5,39,16.34,2.93,67.51
702,Daet,1739.45,210797,29.44,39,17.1,20.55,81.72
703,Hehe,1153.98,107864,16.84,20,1.43,12.73,64.99
704,Wangunsari,1406.51,78470,32.82,21,19.45,20.87,89.63
705,Aswan,779.44,121104,41.38,25,15.68,1.14,50.04
706,Carcarañá,733.32,181933,32.24,25,45.99,7.5,55.25
707,Chengnan,1987.66,169765,53.34,36,7.48,8.2,52.9
708,Zhlobin,1205.82,170821,36.42,33,11.49,7.01,77.06
709,Balekambang,1844.61,138693,25.27,32,48.81,10.38,78.7
710,Podgórzyn,1994.15,211646,55.02,39,44.43,10.96,69.96
711,Pitogo,1903.63,138982,40.29,23,21.21,9.47,65.76
712,Tsirang,1820.29,238574,32.4,28,20.95,15.96,50.26
713,Aveleda,1437.08,129898,19.61,38,12.2,15.53,56.01
714,Xishan,1425.47,241392,27.38,21,1.02,10.61,55.78
715,Xinshi,1810.74,113672,59.74,26,2.28,24.25,56.92
716,Dembeni,1057.64,224526,50.03,26,39.77,13.68,55.58
717,Severnoye,1251.37,55485,52.47,29,25.19,15.01,89.69
718,Cojutepeque,1552.24,140695,42.63,27,36.53,8.11,55.21
719,Vostochnyy,1528.63,129403,59.9,27,41.89,4.66,53.99
720,Kalininaul,914.53,216639,38.35,21,36.56,10.35,88.64
721,Åtvidaberg,1242.12,180374,28.77,32,10.37,22.94,52.63
722,Sipirok,1817.58,131636,35.1,33,46.68,15.64,75.77
723,Lhasa,1368.78,179828,38.9,20,1.57,7.55,83.44
724,Bunda,1760.73,119730,20.62,40,38.11,21.0,79.83
725,Nakhchivan,828.75,198456,28.16,35,46.26,17.91,79.65
726,Francisco Beltrão,1045.73,209295,25.88,27,7.45,20.31,88.69
727,La Paz,1743.75,149139,30.93,36,47.7,23.77,70.88
728,Maseru,1493.59,154158,56.94,24,45.08,12.89,51.74
729,Cristalina,1519.49,203364,42.85,26,3.96,18.57,76.98
730,Sirnarasa,1697.46,134277,45.65,36,1.11,19.74,79.71
731,Funchalinho,741.25,223009,21.41,33,9.67,18.7,72.67
732,Oriximiná,1356.15,127346,29.9,26,8.69,4.37,57.25
733,Yangiqo‘rg‘on,1268.34,148118,52.72,33,23.98,23.91,54.59
734,Kilkís,1785.51,209988,20.82,33,26.85,8.64,73.18
735,Bobigny,1790.94,50945,43.47,28,37.36,24.75,76.11
736,Leopoldina,1116.31,240384,39.17,19,45.14,1.66,67.74
737,Belyye Stolby,1602.19,81121,23.27,34,30.9,22.98,76.15
738,Vurğun,1382.2,52975,31.83,32,49.43,10.78,64.29
739,Cicurug,843.2,212498,44.61,36,12.83,11.92,50.25
740,Fushë-Bulqizë,1650.26,197469,42.47,25,22.81,15.67,70.71
741,Bonga,1928.76,140195,51.58,18,49.09,20.38,78.37
742,Masaya,1103.83,136526,37.37,38,17.22,19.26,64.57
743,Marseille,1638.34,218197,29.48,31,21.08,6.42,65.97
744,Ilo,1703.29,169561,24.51,24,49.6,11.3,77.77
745,San José de Ocoa,1701.4,209201,33.07,40,33.89,5.75,53.14
746,Yuecheng,1213.97,140881,40.3,37,17.96,16.61,71.68
747,Baiyang,1851.16,119254,46.94,38,7.2,3.4,89.0
748,Pechersk,1917.37,88927,47.98,23,38.36,11.35,73.91
749,Nobinobi,1053.33,157738,29.53,25,22.05,10.43,81.49
750,Lagoa,1706.59,242557,16.42,29,36.92,21.56,83.27
751,Hachiōji,767.51,54165,55.0,23,48.86,16.54,64.41
752,Pucangkrajan,976.48,194685,33.57,35,1.85,22.45,83.14
753,Montelíbano,907.68,113434,33.39,18,41.31,17.69,79.04
754,Tominian,1803.33,171318,21.25,24,6.41,6.77,59.45
755,Olsztyn,1427.38,85407,45.63,26,9.01,21.66,61.39
756,Ngou,1367.26,157658,29.21,28,45.42,22.06,61.18
757,Khoroshëvo-Mnevniki,983.39,176556,55.01,28,10.9,4.74,52.04
758,Wiang Nuea,1064.71,174928,55.14,40,10.81,4.22,65.76
759,Três Coroas,1338.3,173476,42.98,40,7.8,19.0,81.98
760,Radnice,1330.15,70017,19.78,20,39.01,20.33,85.71
761,Kalibo (poblacion),713.51,236308,15.52,18,10.38,6.67,68.24
762,Palmerston North,1354.58,108750,30.48,40,5.52,8.13,78.89
763,Gongrong,1217.2,174551,29.68,29,7.4,21.77,69.47
764,Aizhai,797.23,63320,53.57,24,3.74,3.78,79.36
765,Veinticinco de Mayo,1964.2,137536,43.56,24,5.14,9.99,60.66
766,Thạnh Phú,1570.26,228032,41.52,29,13.21,14.76,64.92
767,Diavatós,1669.57,242850,49.72,39,47.88,4.54,81.58
768,Leuwihalang,1940.66,153705,16.6,33,25.57,16.32,54.17
769,Shibīn al Qanāţir,1753.79,120685,35.53,35,2.46,23.2,58.4
770,La Falda,744.95,177185,28.39,28,22.33,15.74,57.91
771,Lófos,1101.8,167043,20.52,27,19.77,17.82,61.01
772,Saint Cloud,967.43,72834,37.9,40,2.51,7.37,63.4
773,Sabnie,1014.43,115012,52.14,25,6.88,22.71,80.19
774,Florencio Varela,1503.22,74463,33.39,22,1.53,12.06,77.1
775,Rochester,1682.14,121133,51.06,26,25.41,9.22,64.34
776,Bajingmeduro,928.06,179928,29.55,31,19.89,9.35,64.36
777,Pontivy,1384.49,66716,46.14,36,39.96,2.64,56.34
778,Sukarama,908.68,239333,44.84,21,3.53,22.89,67.22
779,Sekolan,908.94,80362,32.05,35,33.71,18.28,74.35
780,Boquira,1466.21,80872,28.71,22,41.3,7.48,64.81
781,Songjiang,1849.71,68224,26.0,31,44.73,4.62,75.36
782,Tambov,1841.0,179519,23.5,23,5.78,1.96,56.08
783,Dusit,762.34,195687,32.18,33,19.18,14.06,68.6
784,Abejorral,1061.63,56835,53.69,26,1.59,24.89,65.4
785,Markaz-e Ḩukūmat-e Darwēshān,1123.6,152960,35.31,37,18.5,15.15,63.04
786,Zaragoza,1983.48,184314,48.86,33,39.88,7.66,78.55
787,Xinxing,1876.97,73633,47.22,37,14.92,12.2,72.67
788,Shangxian,1004.89,59345,25.46,27,3.74,4.27,65.95
789,Mayang,882.74,97895,40.29,37,6.55,5.22,66.85
790,Shreveport,820.65,242677,38.99,40,22.98,5.46,59.28
791,Sila Lat,1624.7,161273,46.36,29,36.22,15.02,74.54
792,Oesao,936.55,53469,21.08,34,11.12,17.0,61.21
793,Yiyang,1926.24,161928,54.96,30,34.23,5.48,78.86
794,Laiponda,781.79,140459,40.09,33,10.17,17.86,71.56
795,Cayenne,1158.88,78912,16.99,29,24.98,18.92,59.45
796,Lazaro Cardenas,762.5,92172,21.16,32,44.02,10.36,51.7
797,Maodao,1983.88,119359,16.5,36,35.8,8.81,79.33
798,Karanggintung,1373.79,88476,26.89,35,28.28,4.74,55.85
799,Lyon,1316.69,214358,30.94,26,28.57,14.97,73.72
800,Älvsbyn,999.36,143124,44.61,23,32.06,13.36,55.12
801,Sosnovo-Ozerskoye,1358.64,204281,22.82,32,41.69,20.54,77.39
802,Francisco Villa,980.05,211302,36.9,22,30.33,18.24,72.87
803,Jiangbu,1331.16,106906,52.39,26,1.48,24.63,86.4
804,Čáslav,1418.79,179482,52.72,38,49.44,15.82,58.39
805,Mityana,1561.01,95836,47.75,21,1.06,20.54,75.95
806,Tlogowungu,900.6,168876,59.18,32,34.73,9.47,87.23
